"_id","_index","_score","clean_text","clean_text.keyword","comment_text","comment_text.keyword",likes,"published_at","published_at.keyword",sentiment,"sentiment.keyword",title,"title.keyword","video_id","video_id.keyword","view_count"
FqgW5pcBQareQcpIbstn,"youtube-comments1-index",1,"id love a video on the history of madagascar","id love a video on the history of madagascar","I'd love a video on the history of madagascar","I'd love a video on the history of madagascar","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
"-qgW5pcBQareQcpIV8oD","youtube-comments1-index",1,"drug addicted country","drug addicted country","Drug addicted country 🗣️🔥🔥","Drug addicted country 🗣️🔥🔥","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
"-6gW5pcBQareQcpIXMrx","youtube-comments1-index",1,borkneeyo,borkneeyo,"Bor-knee-yo","Bor-knee-yo","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
V6gW5pcBQareQcpItMva,"youtube-comments1-index",1,"practicalthinker7968 you should read it first... the cobbold commission is the vote of sabahan... idk how they do it... maybe by meet the sabahan tribes leader and ask them if they willing to under the colony of british or join the malaya federation","practicalthinker7968 you should read it first... the cobbold commission is the vote of sabahan... idk how they do it... maybe by meet the sabahan tribes leader and ask them if they willing to under the colony of british or join the malaya federation"," @practicalthinker7968  you should read it first... The cobbold commission is the vote of Sabahan... Idk how they do it... Maybe by meet the Sabahan tribes leader and ask them if they willing to under the colony of British or join the Malaya Federation"," @practicalthinker7968  you should read it first... The cobbold commission is the vote of Sabahan... Idk how they do it... Maybe by meet the Sabahan tribes leader and ask them if they willing to under the colony of British or join the Malaya Federation","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
WKgW5pcBQareQcpIuMsj,"youtube-comments1-index",1,"practicalthinker7968 and read the cobbold commission first... their history of why and how they join the malaya federation to create malaysia... dont be a fool to ask but you also dont have evidence","practicalthinker7968 and read the cobbold commission first... their history of why and how they join the malaya federation to create malaysia... dont be a fool to ask but you also dont have evidence"," @practicalthinker7968  and read the cobbold commission first... Their history of why and how they join the Malaya Federation to create Malaysia... Don't be a fool to ask but you also don't have evidence"," @practicalthinker7968  and read the cobbold commission first... Their history of why and how they join the Malaya Federation to create Malaysia... Don't be a fool to ask but you also don't have evidence","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
PagW5pcBQareQcpIo8va,"youtube-comments1-index",1,"musadgn if its true. how many sabahan people voted yes or no in favor of malaysia in 1963? please give me the exact number of votes from sabahan population in 1963? lets see if you can show me?","musadgn if its true. how many sabahan people voted yes or no in favor of malaysia in 1963? please give me the exact number of votes from sabahan population in 1963? lets see if you can show me?"," @musadgn If it's true. How many Sabahan people voted Yes or No in favor of Malaysia in 1963? Please give me the exact number of votes from Sabahan population in 1963? Let's see if you can show me?"," @musadgn If it's true. How many Sabahan people voted Yes or No in favor of Malaysia in 1963? Please give me the exact number of votes from Sabahan population in 1963? Let's see if you can show me?","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
OagW5pcBQareQcpInMtm,"youtube-comments1-index",1,"royrendon1726 sabah is malaysian. the claimed by filipin has no basic allegation, sabah had been sold to british by sultan of sulu, and join malaysia in a vote by its people.","royrendon1726 sabah is malaysian. the claimed by filipin has no basic allegation, sabah had been sold to british by sultan of sulu, and join malaysia in a vote by its people."," @royrendon1726  Sabah is Malaysian. The claimed by Filipin has no basic allegation, Sabah had been sold to British by Sultan of Sulu, and join Malaysia in a vote by its people."," @royrendon1726  Sabah is Malaysian. The claimed by Filipin has no basic allegation, Sabah had been sold to British by Sultan of Sulu, and join Malaysia in a vote by its people.","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
VagW5pcBQareQcpIrMu1,"youtube-comments1-index",1,"practicalthinker7968 since i dont have exact number of people... you also dont have evidence that sabah is philippines","practicalthinker7968 since i dont have exact number of people... you also dont have evidence that sabah is philippines"," @practicalthinker7968  https://en.m.wikipedia.org/wiki/Cobbold_Commission since I don't have exact number of people... You also don't have evidence that Sabah is Philippines"," @practicalthinker7968  https://en.m.wikipedia.org/wiki/Cobbold_Commission since I don't have exact number of people... You also don't have evidence that Sabah is Philippines","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
VqgW5pcBQareQcpIscve,"youtube-comments1-index",1,"karlzikki323 if you dont have the exact number of peoples vote therefore its not really a peoples decision to join malaysia. why its only cobbold commission not referendum? did you know that commission is a committee or small group of people therefore its a decision of the puppet leaders to join malaysia not the peoples choice? what a big joke?","karlzikki323 if you dont have the exact number of peoples vote therefore its not really a peoples decision to join malaysia. why its only cobbold commission not referendum? did you know that commission is a committee or small group of people therefore its a decision of the puppet leaders to join malaysia not the peoples choice? what a big joke?"," @karlzikki323   If you don't have the exact number of peoples vote therefore it's not really a peoples decision to join Malaysia. Why it's only Cobbold Commission not referendum? Did you know that Commission is a committee or small group of people therefore it's a decision of the puppet leaders to join Malaysia not the peoples choice? What a Big JOKE? 😂😂😂"," @karlzikki323   If you don't have the exact number of peoples vote therefore it's not really a peoples decision to join Malaysia. Why it's only Cobbold Commission not referendum? Did you know that Commission is a committee or small group of people therefore it's a decision of the puppet leaders to join Malaysia not the peoples choice? What a Big JOKE? 😂😂😂","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
PqgW5pcBQareQcpIqMsv,"youtube-comments1-index",1,"karlzikki323 is borneo a malaysia territory before 1963 without malaysia agreement 1963? does borneo population really agreed and voted to join malaysia? can you show me the exact number of votes from borneo population since 1963 so that we know how many voted yes or no in favor of malaysia formation? lets see if you can show me?","karlzikki323 is borneo a malaysia territory before 1963 without malaysia agreement 1963? does borneo population really agreed and voted to join malaysia? can you show me the exact number of votes from borneo population since 1963 so that we know how many voted yes or no in favor of malaysia formation? lets see if you can show me?"," @karlzikki323  Is Borneo a Malaysia territory before 1963 without Malaysia Agreement (1963)? Does Borneo population really agreed and voted to join Malaysia? Can you show me the exact number of votes   from Borneo population since 1963 so that we know how many voted Yes or No in favor of Malaysia formation? Let's see if you can show me?"," @karlzikki323  Is Borneo a Malaysia territory before 1963 without Malaysia Agreement (1963)? Does Borneo population really agreed and voted to join Malaysia? Can you show me the exact number of votes   from Borneo population since 1963 so that we know how many voted Yes or No in favor of Malaysia formation? Let's see if you can show me?","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
WagW5pcBQareQcpIu8uK,"youtube-comments1-index",1,"karlzikki323 can you show me the vote of sabahan people in the commission in 1963? if it is the decision of the leader then its not the choice of the people therefore people dont actually vote in favor of malaysia and it is only an illegal turnover of the territory without peoples consent.","karlzikki323 can you show me the vote of sabahan people in the commission in 1963? if it is the decision of the leader then its not the choice of the people therefore people dont actually vote in favor of malaysia and it is only an illegal turnover of the territory without peoples consent."," @karlzikki323  Can you show me the vote of Sabahan people in the Commission in 1963? If it is the decision of the leader then it's not the choice of the people therefore people don't actually vote in favor of Malaysia and it is only an illegal turn-over of the territory without people's consent."," @karlzikki323  Can you show me the vote of Sabahan people in the Commission in 1963? If it is the decision of the leader then it's not the choice of the people therefore people don't actually vote in favor of Malaysia and it is only an illegal turn-over of the territory without people's consent.","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
OqgW5pcBQareQcpIoMsB,"youtube-comments1-index",1,"musadgn in your dreams only..","musadgn in your dreams only.."," @musadgn  In your dreams only.."," @musadgn  In your dreams only..","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
m6gX5pcBQareQcpIBstR,"youtube-comments1-index",1,"karlzikki323 you and your country malaysia allegedly said that people voted for malaysia when your government cannot really identify how many? how can you convince its a fact without showing the exact number? is it just a mere speculation?","karlzikki323 you and your country malaysia allegedly said that people voted for malaysia when your government cannot really identify how many? how can you convince its a fact without showing the exact number? is it just a mere speculation?"," @karlzikki323  You and your country Malaysia allegedly said that people voted for Malaysia when your government cannot really identify how many? How can you convince its a fact without showing the exact number? Is it just a mere speculation?"," @karlzikki323  You and your country Malaysia allegedly said that people voted for Malaysia when your government cannot really identify how many? How can you convince its a fact without showing the exact number? Is it just a mere speculation?","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
gagW5pcBQareQcpI88sr,"youtube-comments1-index",1,"karlzikki323 what is the point of giving percentage? do you know that percentage is broad answer? give me specific answer? what is the exact number of borneo population voted to form malaysia? dont be broad, be specific?","karlzikki323 what is the point of giving percentage? do you know that percentage is broad answer? give me specific answer? what is the exact number of borneo population voted to form malaysia? dont be broad, be specific?"," @karlzikki323  What is the point of giving percentage? Do you know that ""percentage"" is broad answer? Give me specific answer? What is the exact number of Borneo population voted to form Malaysia? Don't be broad, be specific?"," @karlzikki323  What is the point of giving percentage? Do you know that ""percentage"" is broad answer? Give me specific answer? What is the exact number of Borneo population voted to form Malaysia? Don't be broad, be specific?","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
gKgW5pcBQareQcpI78tA,"youtube-comments1-index",1,"karlzikki323 how can you say that malay is a big race if they are only just an example of austronesian people? in fact the truth is that all malays are austronesian but not all austronesian are malays. take note. not all?","karlzikki323 how can you say that malay is a big race if they are only just an example of austronesian people? in fact the truth is that all malays are austronesian but not all austronesian are malays. take note. not all?"," @karlzikki323  How can you say that Malay is a big race if they are only just an example of Austronesian people? In fact the truth is that all Malays are Austronesian but not all Austronesian are Malays. Take note. NOT ALL?"," @karlzikki323  How can you say that Malay is a big race if they are only just an example of Austronesian people? In fact the truth is that all Malays are Austronesian but not all Austronesian are Malays. Take note. NOT ALL?","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
fagW5pcBQareQcpI6sus,"youtube-comments1-index",1,"practicalthinker7968 and the malaya federation was started in 1957...but malaysia formed in 1963...before 1957 we are under british colony and known as our states name johor, malacca, selangor etc","practicalthinker7968 and the malaya federation was started in 1957...but malaysia formed in 1963...before 1957 we are under british colony and known as our states name johor, malacca, selangor etc"," @practicalthinker7968  and the Malaya Federation was started in 1957...but Malaysia formed in 1963...before 1957 we are under British colony and known as our States name (Johor, Malacca, selangor etc)"," @practicalthinker7968  and the Malaya Federation was started in 1957...but Malaysia formed in 1963...before 1957 we are under British colony and known as our States name (Johor, Malacca, selangor etc)","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
mqgX5pcBQareQcpIAMvT,"youtube-comments1-index",1,"practicalthinker7968 ok how about you... do you know the exact population in borneo at 1963?...including the kalimantan in indonesia and brunei","practicalthinker7968 ok how about you... do you know the exact population in borneo at 1963?...including the kalimantan in indonesia and brunei"," @practicalthinker7968  OK how about you... Do you know the exact population in Borneo at 1963?...including the Kalimantan in Indonesia and Brunei"," @practicalthinker7968  OK how about you... Do you know the exact population in Borneo at 1963?...including the Kalimantan in Indonesia and Brunei","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
e6gW5pcBQareQcpI4svo,"youtube-comments1-index",1,"practicalthinker7968 and for your information... the malay is the big race... whether its sundanese or javanese...malays...theyre in a same class that is austronesian... if you want to know... riau is under the johor empire before it was split due to british and netherland territory of colonisation","practicalthinker7968 and for your information... the malay is the big race... whether its sundanese or javanese...malays...theyre in a same class that is austronesian... if you want to know... riau is under the johor empire before it was split due to british and netherland territory of colonisation"," @practicalthinker7968  and for your information... The Malay is the big race... Whether its sundanese or javanese...malays...they're in a same class that is Austronesian... If you want to know... Riau is under the Johor Empire before it was split due to British and Netherland territory of colonisation"," @practicalthinker7968  and for your information... The Malay is the big race... Whether its sundanese or javanese...malays...they're in a same class that is Austronesian... If you want to know... Riau is under the Johor Empire before it was split due to British and Netherland territory of colonisation","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
fKgW5pcBQareQcpI5st0,"youtube-comments1-index",1,"practicalthinker7968 thats the example of the percentage... why they doesnt have exact number... even to choose sultan in the negeris ways is in percentage... not by exact... except when they have been a smaller term such as leaders choosing sultan... if the small groups choosing their leader... its using percentage","practicalthinker7968 thats the example of the percentage... why they doesnt have exact number... even to choose sultan in the negeris ways is in percentage... not by exact... except when they have been a smaller term such as leaders choosing sultan... if the small groups choosing their leader... its using percentage"," @practicalthinker7968  that's the example of the percentage... Why they doesn't have exact number... Even to choose Sultan in the Negeri's ways is in percentage... Not by exact... Except when they have been a smaller term such as Leaders choosing Sultan... If the small groups choosing their leader... It's using percentage"," @practicalthinker7968  that's the example of the percentage... Why they doesn't have exact number... Even to choose Sultan in the Negeri's ways is in percentage... Not by exact... Except when they have been a smaller term such as Leaders choosing Sultan... If the small groups choosing their leader... It's using percentage","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
"magW5pcBQareQcpI_Msj","youtube-comments1-index",1,"practicalthinker7968 ok tell me... is javanese a malay? is sundanese a malay? is banjarese a malay? minang?... all that race you can find in malaysia and indonesia... and dont forget the sulu... philippines people have a malay race... yes we are big race... and you need to know the history of malay archipelago","practicalthinker7968 ok tell me... is javanese a malay? is sundanese a malay? is banjarese a malay? minang?... all that race you can find in malaysia and indonesia... and dont forget the sulu... philippines people have a malay race... yes we are big race... and you need to know the history of malay archipelago"," @practicalthinker7968  OK tell me... Is javanese a malay? Is sundanese a malay? Is banjarese a malay? Minang?... All that race you can find in Malaysia and Indonesia... And don't forget the Sulu... Philippines people have a malay race... Yes we are big race... And you need to know the history of malay archipelago"," @practicalthinker7968  OK tell me... Is javanese a malay? Is sundanese a malay? Is banjarese a malay? Minang?... All that race you can find in Malaysia and Indonesia... And don't forget the Sulu... Philippines people have a malay race... Yes we are big race... And you need to know the history of malay archipelago","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
gqgW5pcBQareQcpI98t6,"youtube-comments1-index",1,"karlzikki323 so?","karlzikki323 so?"," @karlzikki323  So?"," @karlzikki323  So?","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
wKgX5pcBQareQcpINssw,"youtube-comments1-index",1,"karlzikki323 do you have any documents for that do you know what happen that time 1600??? its easy to say that but we need proof but the sultanate of sulu have all the document to proof that.","karlzikki323 do you have any documents for that do you know what happen that time 1600??? its easy to say that but we need proof but the sultanate of sulu have all the document to proof that."," @karlzikki323  do you have any documents for that do you know what happen that time 1600??? Its easy to say that but we need proof but the sultanate of sulu have all the document to proof that."," @karlzikki323  do you have any documents for that do you know what happen that time 1600??? Its easy to say that but we need proof but the sultanate of sulu have all the document to proof that.","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
xqgX5pcBQareQcpIRcth,"youtube-comments1-index",1,"johnmargato7623 yes and sabah and sarawak are agreed to join the federation... they just like the singapore but in 1965 singapore is an independent nation they exit the federation","johnmargato7623 yes and sabah and sarawak are agreed to join the federation... they just like the singapore but in 1965 singapore is an independent nation they exit the federation"," @johnmargato7623  yes and Sabah and Sarawak are agreed to join the Federation... They just like the Singapore but in 1965 Singapore is an independent nation (they exit the federation)"," @johnmargato7623  yes and Sabah and Sarawak are agreed to join the Federation... They just like the Singapore but in 1965 Singapore is an independent nation (they exit the federation)","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
xKgX5pcBQareQcpIPct0,"youtube-comments1-index",1,"karlzikki323 and also dont send the video that i dont understand and who is that person in that video he knows everything what happen before hahaha","karlzikki323 and also dont send the video that i dont understand and who is that person in that video he knows everything what happen before hahaha"," @karlzikki323  and also dont send the video that i dont understand and who is that person in that video he knows everything what happen before hahaha😂😂😂😂"," @karlzikki323  and also dont send the video that i dont understand and who is that person in that video he knows everything what happen before hahaha😂😂😂😂","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
3agX5pcBQareQcpIScss,"youtube-comments1-index",1,"johnmargato7623 how are you so strongly believe the other history even bruneian never told about this... the brunei also denying","johnmargato7623 how are you so strongly believe the other history even bruneian never told about this... the brunei also denying"," @johnmargato7623  how are you so strongly believe the other history even Bruneian never told about this... The Brunei also denying"," @johnmargato7623  how are you so strongly believe the other history even Bruneian never told about this... The Brunei also denying","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
36gX5pcBQareQcpIU8sR,"youtube-comments1-index",1,"karlzikki323 stupid idiots? why is it that malay derive from melayu? is it refer to the people living near melayu river? why is it that melayu kingdom is only people from sumatra and peninsula? are they the true malay? how can you say that sabah and sarawak are malay if they are not historically part of malay territory during malay kingdom? why is that sarawak and sabah are geographically part of borneo even before 1963 without ma63? are those people bornean not malay?","karlzikki323 stupid idiots? why is it that malay derive from melayu? is it refer to the people living near melayu river? why is it that melayu kingdom is only people from sumatra and peninsula? are they the true malay? how can you say that sabah and sarawak are malay if they are not historically part of malay territory during malay kingdom? why is that sarawak and sabah are geographically part of borneo even before 1963 without ma63? are those people bornean not malay?"," @karlzikki323  Stupid idiots? Why is it that Malay derive from ""Melayu""? Is it refer to the people living near Melayu river? Why is it that Melayu Kingdom is only people from Sumatra and Peninsula? Are they the true Malay? How can you say that Sabah and Sarawak are Malay if they are not historically part of Malay territory during Malay Kingdom? Why is that Sarawak and Sabah are geographically part of Borneo even before 1963 without MA63? Are those people Bornean not Malay? 😂😂😂"," @karlzikki323  Stupid idiots? Why is it that Malay derive from ""Melayu""? Is it refer to the people living near Melayu river? Why is it that Melayu Kingdom is only people from Sumatra and Peninsula? Are they the true Malay? How can you say that Sabah and Sarawak are Malay if they are not historically part of Malay territory during Malay Kingdom? Why is that Sarawak and Sabah are geographically part of Borneo even before 1963 without MA63? Are those people Bornean not Malay? 😂😂😂","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
wagX5pcBQareQcpIOssn,"youtube-comments1-index",1,"karlzikki323 no you are wrong because the state of north borneo is a state and malaysia doesnt exist that time so only sultan of sulu and the north borneo british company have rights to talk.. and where is the video that the sultanate of sulu said that cannot talk or authority to the philipine goverment.. i think that is only your imagination..","karlzikki323 no you are wrong because the state of north borneo is a state and malaysia doesnt exist that time so only sultan of sulu and the north borneo british company have rights to talk.. and where is the video that the sultanate of sulu said that cannot talk or authority to the philipine goverment.. i think that is only your imagination.."," @karlzikki323  no you are wrong because the state of north borneo is a state and malaysia doesnt exist that time so only sultan of sulu and the north borneo british company have rights to talk.. and where is the video that the sultanate of sulu said that cannot talk or authority to the philipine goverment.. i think that is only your imagination.."," @karlzikki323  no you are wrong because the state of north borneo is a state and malaysia doesnt exist that time so only sultan of sulu and the north borneo british company have rights to talk.. and where is the video that the sultanate of sulu said that cannot talk or authority to the philipine goverment.. i think that is only your imagination..","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
xagX5pcBQareQcpIQct2,"youtube-comments1-index",1,"johnmargato7623 dato kiram is a heir of the sulu sultanate","johnmargato7623 dato kiram is a heir of the sulu sultanate"," @johnmargato7623  Dato Kiram is a heir of the Sulu Sultanate"," @johnmargato7623  Dato Kiram is a heir of the Sulu Sultanate","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
4KgX5pcBQareQcpIV8sI,"youtube-comments1-index",1,"karlzikki323 how can you say that sabah and sarawak agreed to form malaysia when you dont have the exact number of peoples vote since 1963? where they you get the percentage when you dont know the exact number of people? is that simple mathematics malaysia cannot solve?","karlzikki323 how can you say that sabah and sarawak agreed to form malaysia when you dont have the exact number of peoples vote since 1963? where they you get the percentage when you dont know the exact number of people? is that simple mathematics malaysia cannot solve?"," @karlzikki323  How can you say that Sabah and Sarawak agreed to form Malaysia when you don't have the exact number of peoples vote since 1963? Where they you get the percentage when you don't know the exact number of people?  Is that simple Mathematics Malaysia cannot solve? 😂😂😂"," @karlzikki323  How can you say that Sabah and Sarawak agreed to form Malaysia when you don't have the exact number of peoples vote since 1963? Where they you get the percentage when you don't know the exact number of people?  Is that simple Mathematics Malaysia cannot solve? 😂😂😂","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
3qgX5pcBQareQcpITcs0,"youtube-comments1-index",1,"natuna islands, indonesian territory lol","natuna islands, indonesian territory lol","Natuna Islands, Indonesian Territory lol","Natuna Islands, Indonesian Territory lol","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
